,name,founded_date,employee_count,description,location,categories,funding_data,investor_data
0,Power2SME,2012Aliases:B,11 - 50,"Power2SME is the first ‘Buying Club’ for small and medium enterprises (SMEs) in India. The company was formed with the vision to “Empower SMEs to enable the India growth story”. Our focus is on reducing SME’s purchase prices and increasing productivity by taking on the role of sourcing input raw materials at the most competitive price points across multiple products in categories like Chemicals, Metals & Polymers. We pool the demand of SMEs for multiple products for their business needs and buy directly from the manufacturer to sell to the SME directly. Through this process, we obtain the optimal pricing & a large pool of quality supplier.
","Mumbai, Maharashtra","Small and Medium Businesses, Enterprise Software, B2B","[['Jan, 2016', '$20M / Series D', '—', 'Nandan Nilekani', '4'], ['Sep, 2014', '$6.8M / Series C', '—', '—', '3'], ['Jul, 2013', '$6M / Series B', '—', 'Accel Partners', '3'], ['Jan, 2012', '$2M / Series A', '—', '—', '2']]","[['Accel Partners', 'Series B\xa0(Lead)', '-', 'Series C', '-', 'Series D', '-'], ['Inventus Capital Partners', 'Series A', 'Parag Dhol', 'Series B', 'Parag Dhol', 'Series C', 'Parag Dhol', 'Series D', 'Parag Dhol'], ['Kalaari Capital', 'Series A', 'Vani Kola', 'Series B', 'Vani Kola', 'Series C', 'Vani Kola', 'Series D', 'Vani Kola'], ['Nandan Nilekani', 'Series D\xa0(Lead)', '-']]"
0,ShepHertz,"July, 2010",11 - 50,"ShepHertz provides an Omni-Channel Platform (Mobile, Web, Social, Gaming, TV, IoT, Wearables etc.) for complete end to end digitization. Deployed in 9 countries and processing 75+ Billion API Calls, ShepHertz is trusted by thousands of Indie developers, App Studios and Enterprises in 150+ countries.
Why ShepHertz is favoured by people in more than 150+ countries:
• One-stop-shop solution for Enterprises, no need for multiple service providers
• In context seamless transition of consumers across omni-channel devices
• Build apps with complex use cases quickly by reducing time and effort
• Choose from public/dedicated cloud, hybrid or on-premise services
• Expose protected resources as APIs in a secure manner
• Actionable big data analytics to meet constantly changing consumer expectations
","Palo Alto, California","SaaS, PaaS, Marketing Automation, Enterprise Software","[['Jul, 2014', '$1.2M / Venture', '—', '—', '7'], ['Mar, 2014', '$100k / Seed', '—', '—', '1'], ['Apr, 2013', '$300k / Angel', '—', '—', '3']]","[['Blume Ventures', 'Angel', '-', 'Venture', '-'], ['GrowX Venture Management', 'Venture', '-'], ['India Quotient', 'Seed', '-'], ['Kae Capital', 'Angel', '-', 'Venture', 'Sasha Mirchandani'], ['Kishore Ganji', 'Venture', '-'], ['LetsVenture', 'Venture', '-'], ['Mumbai Angels', 'Angel', '-', 'Venture', '-'], ['Sashi Reddi', 'Venture', '-']]"
0,Plustxt,Unknown,11 - 50,"Plustxt India is text messaging app optimized for Indian languages. Plustxt allows fast text messaging in any Indian language - as well as language keyboards. It is also as fast as any other text messaging app.
Available in Hindi, Tamil, Telugu, Gujarati, Punjabi, Marathi, Malayalam, Kannada.
","Bangalore, Karnataka",Messaging,"[['Jan, 2013', 'undisclosed amount / Non Equity Assistance', '—', '—', '1']]","[['Microsoft Accelerator Bangalore', 'Non Equity Assistance', '-']]"
0,Mosambee,2008,11 - 50,"Mosambee is a comprehensive EMV & AADHAAR compliant tablet based mobile (POS) Point of Sale system providing providing end to end payment solutions for Bank, Cash, Cheque, Debit and Credit Card transactions.
",Mumbai,Fruit,"[['Mar, 2015', 'undisclosed amount / Series B', '—', '—', '2'], ['Apr, 2013', '$1M / Seed', '—', '—', '1']]","[['Rajasthan Venture Capital Fund', 'Series B', '-'], ['SIDBI Venture Capital', 'Seed', '-', 'Series B', '-']]"
0,HomeShop18,"April 9, 2008",11 - 50,"HomeShop18  operates a leading digital commerce platform in India, with a combined reach of over 250 million consumers, accessed through the  integrated television, Internet and mobile device channels. HomeShop18 provides Indian  consumers with a high quality and integrated shopping experience that combines value, fun, entertainment and simplicity, which is  superior to what is commonly available to them. 
HomeShop18 is  focused on the Indian  retail market, which remains highly fragmented and is dominated by small stores with limited availability and selection of high-quality goods. Since the launch of HomeShop18  in 2008, it has  built an end-to-end digital
commerce platform providing Indian consumers access to over 1,000 brands,  supported by our pan-India delivery reach and dedicated 24/7 multi-lingual customer service. 
Using HomeShop18 platform, international and domestic brands
are able to efficiently and effectively demonstrate, market and sell existing as well as new products to consumers across India. HomeShop18 is  the largest pan-India television shopping channel (based on publicly available financial information) and has established as a trusted brand, with over 8.9 million consumers who have placed orders .
","Noida, Uttar Pradesh","E-Commerce, Marketing, Retail","[['Oct, 2013', '$14M / Venture', '—', 'GS Home Shopping', '2'], ['Apr, 2013', '$30M / Venture', '—', 'GS Home ShoppingNetwork18', '2'], ['Jul, 2008', '$21M / Private Equity', '—', '—', '2']]","[['GS Home Shopping', 'Venture\xa0(Lead)', '-', 'Venture\xa0(Lead)', '-'], ['Network18', 'Private Equity', '-', 'Venture\xa0(Lead)', '-', 'Venture', '-'], ['SAIF Partners', 'Private Equity', '-']]"
0,Moojic,Unknown,11 - 50,"A young, vibrant team focussing on providing world-class in-store engagement solutions, customer interactivity and relevant analytics at affordable prices. Apart from technical expertise from the best management and engineering schools, they have mentors with enormous and proven experience in the field of retail, analytics and technology. With a very innovative solution and platform , they at Moojic are best poised to provide you a seamless connect to digital and real world, using sound and technology.
The most important thing to us is building products people love..
They at Moojic allow you to play your favourite songs at your favourite hangouts..!Using just your mobile phones.
",Mumbai,"Android, Retail, Music",,
0,Credii,2011,11 - 50,"Credii automates the time and data-intensive process of shortlisting and selection that a business buyer goes through while sourcing software and IT services.
Credii's tools record the context behind a user's requirement through a dynamic question flow, and many slice-and-dice features help visualize the most relevant options as a list, 2D graph or a comparison table, helping a user quickly and accurately create a customized shortlist.
Credii currently offers selection widgets covering Cloud Computing (PaaS and IaaS), Social Media Monitoring, Marketing Analytics, Project Management, Web Conferencing and Internal Collaboration Software, and plans to extend coverage to over 100 domains.
","Mountain View, California","Cloud Computing, Enterprise Software, Information Technology","[['May, 2013', '$50k / Seed', '—', '—', '2'], ['Jun, 2012', 'undisclosed amount / Seed', '—', '—', '1'], ['Feb, 2012', '$40k / Seed', '—', '—', '1']]","[['500 Startups', 'Seed', '-'], ['Ben Kepes', 'Seed', '-'], ['Start-Up Chile', 'Seed', '-'], ['Tech Wildcatters', 'Seed', '-']]"
0,iSTAR,2009,11 - 50,"iSTAR provides training to better equip college graduates with critical success skillsets required for business and commerce graduates to immediately be employable in their specialty upon graduation.
",Bengaluru,"Education, Recruiting, Training","[['Nov, 2015', '$1.51M / Series A', '—', 'Michael & Susan Dell Foundation', '2'], ['Jun, 2015', 'undisclosed amount / Venture', '—', 'Unitus Seed Fund', '1'], ['Apr, 2013', 'undisclosed amount / Seed', '—', '—', '1']]","[['Michael & Susan Dell Foundation', 'Series A\xa0(Lead)', '-'], ['Unitus Seed Fund', 'Seed', '-', 'Venture\xa0(Lead)', '-', 'Series A', '-']]"
0,Helical IT Solutions,"November 5, 2012",11 - 50,"Helical IT Solutions is a company focused on DWBI and that too on open source BI solutions, specializing in Jaspersoft & Pentaho.
Company provides simple, practical & affordable solutions which are suitable for business users right from CEO, CXO, line managers & to every end user of the enterprise. We have a quick turn around time & can provide mobile BI solutions, on premises or hosted SaaS solution, hence catering to every type of need.
Whether your enterprise is already using a business intelligence solution, or just starting to explore the possibilities, Helical can help you on all the aspects right from tool selection, ETL, Data warehouse designing & consultation, solution development & analytics as well! We provide integration of disparate data sources and offers your users powerful interactive tools like balanced scorecards, personalized dashboards, key performance indicators, automated alerts, graphical mining, cross tab reporting and more!
Our solutions can be accessed on mobile, can be implemented on SaaS, can be accessed via web browser & also can be seamlessly integrated on your software or website as well.
Company services includes
- Cloud Based BI
- Dash Boards
- Mashups
- OLAP
- Custom Plugin
- Mobile BI
- Reporting
- Self Service BI
- Data Modeling & ETL
- Data WareHousing
- Geographical Charting
- Data Visualization
","Hyderabad, Andhra Pradesh","Business Intelligence, Data Visualization, Data Mining, Software","[['May, 2013', '$2.5M / Seed', '—', '—', '0']]",
0,GenY Medium,2011,11 - 50,"GenY Medium is in the business of managing perceptions of brands – online. Our team combines the three essential skills to excel at social media marketing: 1. consumer understanding, 2. content creation and 3. technology expertise.
","Hyderabad, Andhra Pradesh","Marketing, Social Media, Digital Marketing","[['Oct, 2015', 'undisclosed amount / Angel', '—', '—', '1'], ['May, 2013', '$500k / Angel', '—', '—', '0']]","[['Globevestor', 'Angel', '-']]"
0,Unicommerce eSolutions Pvt. Ltd.,"February 1, 2012",11 - 50,"Unicommerce is the fastest growing Web based Multi Channel Order Fulfillment software in the market.
 
Selling at Multiple Marketplaces and Carts is very easy with Unicommerce at the back end. It is comprehensive enough for big e-commerce players to rely on and easy enough for smaller online merchants to use. That's why Unicommerce is used by big e-commerce marketplaces like Jabong, Snapdeal, Lazada as well as hundreds of online Sellers.
 
Every aspect of End to End order fulfillment including procurement, vendors, inventory, warehouses, drop shipments, returns can be managed and automated with Unicommerce. Being hosted on Internet, Unicommerce enables Small and Medium sized Online Sellers to tap power of technology without any technology knowledge. 
 
Unicommerce adds new features and functionality to the product almost every month, keeping their 4000+ paid user base always on top of the things. Unicommerce comes pre-integrated with all the leading marketplaces, carts, couriers/shipping companies, accounting software. That’s the reason why, in a short span of 2 years, they could help their customers do Rs. 1000+ Cr business.
 
Unicommerce was started by a group of IIT / IIM graduates in 2012 and is headquartered out of New Delhi. It has received funding from Nexus Ventures Partners within 1 year of starting up. 
 
It was also the finalist in the Red Herring Asia 2013.
",New Delhi,"Search Engine, E-Commerce, Auctions, SaaS, Retail Technology, Software","[['Nov, 2014', '$10M / Venture', '—', 'Tiger Global Management', '1']]","[['Tiger Global Management', 'Venture\xa0(Lead)', '-']]"
0,Bedbathmore.com,2010Aliases:,11 - 50,"BedBathMore provides the best bedsheet collection in India. Products of high quality delivered to your doorstep. Check it out and find something for your home.
","Mumbai, Maharashtra","E-Commerce, Delivery, Home Decor","[['May, 2016', 'undisclosed amount / Venture', '—', 'Kinnevik AB', '3'], ['May, 2013', 'undisclosed amount / Series A', '—', 'Blume Ventures', '1']]","[['Blume Ventures', 'Series A\xa0(Lead)', '-'], ['FabFurnish', 'Venture', '-'], ['Kinnevik AB', 'Venture\xa0(Lead)', '-'], ['Rocket Internet', 'Venture', '-']]"
0,"Socialblood, Inc","December 8, 2012",11 - 50,"Socialblood is on a mission to connect the entire Facebook population of over a Billion users to their blood types for medical emergencies. We want to turn facebook into the world’s largest blood bank.
If your social networking site can notify you that your neighbor Steve's birthday is today, why can’t it tell you that Steve was in an accident and needs two units of blood? Or anonymously, tell you that someone in your extended network needs two units of blood?
","Bengaluru, Karnataka","Social Media Marketing, Digital Media, Social Media","[['Aug, 2014', '$60k / Seed', '—', '—', '5'], ['Jan, 2013', '$36.5k / Seed', '—', '—', '4']]","[['Karthik Naralasetty', 'Seed', '-', 'Seed', '-'], ['Karthik Reddy', 'Seed', '-', 'Seed', '-'], ['Rajan Anandan', 'Seed', '-', 'Seed', '-'], ['Ravi Gururaj', 'Seed', '-', 'Seed', '-'], ['Tigerlabs', 'Seed', '-']]"
0,Invictus Oncology,2011,11 - 50,"Oncology is devoted to improving the lives of cancer patients by developing the first anti-cancer drug from India and to eventually win the fight against cancer.
","Delhi, Delhi",Biotechnology,"[['Feb, 2016', 'undisclosed amount / Series A', '—', '—', '3'], ['May, 2013', '$1.88M / Series A', '—', 'Aarin CapitalNavam Capital', '2']]","[['Aarin Capital', 'Series A\xa0(Lead)', '-', 'Series A', '-'], ['Navam Capital', 'Series A\xa0(Lead)', '-', 'Series A', '-'], ['Ratan Tata', 'Series A', '-']]"
